"zth","scr_dmso","scr_dmso","scr_dmso","scr_dmso","scr_dmso","ko_dmso","ko_dmso","ko_dmso","ko_dmso","ko_dmso","blank","blank","scr_dmso","scr_dmso","scr_dmso","scr_dmso","scr_dmso","ko_dmso","ko_dmso","ko_dmso","ko_dmso","ko_dmso","blank","blank","scr_dmso","scr_dmso","scr_dmso","scr_dmso","scr_dmso","ko_dmso","ko_dmso","ko_dmso","ko_dmso","ko_dmso","blank","blank","scr_dmso","scr_dmso","scr_dmso","scr_dmso","scr_dmso","ko_dmso","ko_dmso","ko_dmso","ko_dmso","ko_dmso","blank","blank","scr_pf67","scr_pf67","scr_pf67","scr_pf67","scr_pf67","ko_pf67","ko_pf67","ko_pf67","ko_pf67","ko_pf67","blank","blank","scr_pf67","scr_pf67","scr_pf67","scr_pf67","scr_pf67","ko_pf67","ko_pf67","ko_pf67","ko_pf67","ko_pf67","blank","blank","scr_pf67","scr_pf67","scr_pf67","scr_pf67","scr_pf67","ko_pf67","ko_pf67","ko_pf67","ko_pf67","ko_pf67","blank","blank","scr_pf67","scr_pf67","scr_pf67","scr_pf67","scr_pf67","ko_pf67","ko_pf67","ko_pf67","ko_pf67","ko_pf67","blank","blank"
20.9563888888889,18942,13394,31509,11365,13678,67,71,110,18465,21272,57,36,130,31132,31809,30453,21815,122,24889,16349,39820,131,57,34,18580,18109,16858,15519,14475,20119,290,26486,18992,21903,70,39,20823,16511,20876,32853,30246,19425,37496,43580,232,13817,84,41,14474,22989,22470,14418,13137,224,18048,275,19715,17478,84,42,101,102,147,27479,175,16805,16640,31422,212,20118,92,39,34449,140,16408,151,17241,258,41714,14137,188,33252,110,40,17196,26835,20285,16356,12330,35126,34357,32768,121,105,57,40
21.1219444444444,19574,14711,32730,11360,14145,63,68,109,18080,20290,50,36,136,31547,31331,31130,23023,131,24645,17114,41181,126,60,36,18662,18368,17216,15303,14121,20537,278,25210,19342,21294,68,39,20493,16425,20980,31965,31130,20046,36663,43573,239,14002,75,38,14334,23097,22849,13918,13259,229,18249,287,18562,17276,83,39,98,105,153,27456,172,17235,17533,31288,212,20659,96,35,34030,140,16714,152,16540,262,40500,14122,181,34795,103,38,17026,27256,19693,15838,12126,39147,32487,30844,119,98,64,34
21.2872222222222,19924,14316,31452,11132,14641,63,64,111,18630,20583,48,36,136,30535,32418,29603,21271,132,26016,16487,42632,132,57,34,19312,18142,17081,15130,14294,21124,291,25905,20876,22376,70,37,19178,17076,20242,31101,30278,20291,36479,43848,232,14515,71,36,15021,23364,22137,14712,13545,230,17774,273,18691,15908,80,37,110,105,150,24968,178,16693,17497,30930,218,19317,87,37,34563,145,17168,147,16864,261,41297,13872,184,32894,100,38,17356,25764,19854,15587,11791,33269,31740,31961,116,93,58,34
21.4525,20030,14277,31501,11118,14420,66,61,113,18520,21141,52,34,124,31234,31630,30899,23133,129,24621,16415,41418,128,56,36,19374,18276,17328,15005,13708,20957,281,26094,19911,22726,68,37,19947,17497,20742,32049,30294,20841,36861,43453,224,14203,73,36,13854,23008,22300,13463,12900,235,17374,286,18726,15517,73,38,106,109,150,25990,176,16152,17504,31663,212,18308,84,36,34272,137,16705,151,16616,264,41176,13633,182,32462,96,37,16548,26671,19942,16348,11699,32880,32062,31026,115,93,61,34
21.6180555555556,20287,13305,31612,11749,13584,64,65,106,18105,20901,51,36,130,30111,32814,30398,20945,130,25226,16406,39997,125,52,34,19383,18135,17743,14971,15443,20246,300,25529,19416,21899,65,36,19445,17456,21370,33677,31500,21360,38636,43245,227,13930,74,36,13607,23069,22122,13608,12586,232,17128,273,18614,15179,73,40,98,102,143,26339,170,16065,16984,31436,208,17801,89,39,32464,126,15940,140,16714,252,41163,13528,169,36703,91,35,15019,25530,19788,16355,12725,33090,32253,30702,110,90,54,39
21.7833333333333,18967,13052,31185,11175,14315,64,64,111,18182,20339,56,32,123,30544,32329,30751,22478,132,26516,16088,40456,134,50,35,18691,18304,17834,14577,14088,20435,287,25653,19664,21661,72,36,19133,17154,20670,32045,31891,20326,36281,42953,231,13662,73,37,13567,22955,22072,13775,12525,222,16967,270,18055,15400,79,41,92,104,140,25370,168,16083,17100,29987,201,18199,88,35,31626,129,15164,145,16306,240,40054,13297,169,31606,98,36,15188,25209,18596,16082,12422,33346,32420,29911,107,90,57,36
21.9486111111111,19140,13922,30939,11108,14179,67,68,112,19016,20547,52,31,125,31281,32444,31168,21169,127,25710,15822,41750,134,54,34,18562,18198,17543,15749,13845,20589,296,25860,19275,20874,69,37,20276,17889,21607,32515,31506,20150,36861,46755,231,13746,73,41,13535,22939,21825,14278,13240,234,16599,274,18268,15551,77,38,90,95,144,26550,172,15748,16978,29709,207,18857,85,37,32079,128,14883,150,15936,255,37632,13490,176,31190,94,39,15909,24336,18655,15889,12723,31906,31797,31131,111,88,56,34
22.1141666666667,19044,14288,31095,11109,14457,63,65,114,19372,20575,51,35,129,30709,33085,31479,22189,130,24390,16250,42676,140,57,36,18536,18324,17367,15378,14572,20317,283,25559,19701,22085,69,36,19952,17215,21582,33345,32214,20289,36706,44130,228,13586,74,36,12382,23333,21347,14129,12510,227,18123,275,18403,15284,81,39,98,98,155,27004,170,15939,17411,30596,199,18558,93,41,31308,130,17187,155,16114,253,37290,13369,161,30659,94,40,15641,24822,17417,14856,12502,31505,33074,32299,118,92,57,36
22.2794444444444,20711,14680,31659,11440,14248,69,67,120,19085,21705,54,36,136,30801,34372,32148,22067,133,26634,15746,42502,135,57,35,19340,19798,16716,15480,14798,19587,280,25616,22317,23162,75,40,20571,17610,22634,33468,32071,20568,39508,42704,231,14313,75,44,12027,23055,21693,14744,13626,228,19843,272,18223,15380,82,41,92,94,148,26327,160,15922,16920,30236,203,18022,91,40,31729,128,15864,154,15845,248,37649,13737,178,31108,94,37,15386,24981,17543,15644,12787,31976,32211,31375,115,88,61,36
22.4447222222222,20349,16505,31039,11603,14436,65,65,125,19454,21131,55,35,130,31643,35050,31753,21772,133,26546,16700,44069,139,57,40,18593,20414,17015,15945,14423,20543,293,28865,21894,23758,72,40,20250,18151,21853,33074,32457,20781,39267,43571,232,13993,77,44,11853,23631,22830,15365,12209,230,17545,277,18235,15753,78,38,91,105,154,25802,166,15821,17302,30904,217,17875,92,37,30760,136,16315,145,16069,249,39045,13343,172,32550,101,40,24494,23895,17143,14651,12873,32553,32835,32034,110,96,62,39
22.61,20675,14583,31230,11794,14648,68,68,118,19643,22021,53,40,136,32795,35470,32638,22337,133,26326,16199,44050,137,60,40,18400,20982,18117,15975,14682,21397,298,26697,20547,22970,69,40,20566,18027,22439,33420,32501,20767,39037,43274,230,14127,82,41,14554,24226,21502,14942,12167,233,17491,282,17679,16128,83,45,98,99,150,26982,178,18327,17348,30927,216,20345,89,42,31583,129,16660,147,15637,248,37750,13243,175,31769,101,41,16802,25040,15954,15942,12460,32373,31262,31363,111,93,57,37
22.7755555555556,20509,14893,31290,12254,15128,65,73,118,20308,21866,54,40,141,32336,35061,32861,22345,128,25584,16311,42402,140,53,42,18787,20430,18720,15728,14917,21657,306,26139,21185,22534,74,37,20934,18006,22756,33289,32281,21623,40127,43814,230,14265,77,40,13423,23969,21725,15028,12855,228,16945,285,17847,15596,84,40,105,106,138,26536,178,16500,16135,34166,218,19670,91,42,32292,142,15797,149,17400,255,41117,13938,183,31758,100,42,16026,25295,17570,15910,12440,31933,31835,30637,113,97,58,38
22.9408333333333,20788,14412,32223,12433,16011,70,68,119,20268,21292,59,40,137,31357,36339,33620,24235,140,25813,16570,42704,145,59,36,20772,20677,18599,16684,14714,22440,287,27508,20253,23483,77,41,20019,17309,23194,33308,32527,20190,38984,43433,228,14864,81,40,13987,24434,21948,16062,12942,235,16589,283,17427,16017,80,44,101,101,160,27268,164,15430,17226,31939,221,18438,90,43,32086,130,15870,147,16180,249,42118,14469,178,33641,104,40,15946,25057,17676,15154,13122,33484,32785,29978,119,96,62,37
23.1063888888889,20681,14063,33029,12952,15562,72,74,110,19874,21981,58,36,137,31742,34875,32023,23842,136,26318,17361,42756,139,57,33,19451,20413,19105,15939,15847,22261,297,26199,19694,23817,76,35,20916,17511,22810,31551,35795,21649,39303,43550,234,16231,77,42,13531,25519,21417,14821,12833,224,16706,285,17613,16125,86,42,98,105,153,26730,167,15697,17588,30884,218,18237,92,41,31529,135,16446,147,16582,260,41973,14352,177,33164,95,39,15724,25386,17868,16146,13916,35385,34355,29880,118,95,59,36
23.2716666666667,20432,14293,33537,13330,15899,67,71,115,20201,22655,52,39,140,32064,34111,35792,25267,133,27107,17369,42776,133,57,35,19157,19682,18021,15819,16116,23001,317,29228,20817,24344,71,34,21037,17856,22012,33037,32608,21202,40170,44787,260,15528,82,41,14004,25745,21380,14828,12391,233,17240,281,17633,15505,85,43,98,102,163,26995,170,15518,16981,30979,203,17667,86,40,31218,140,17772,154,16512,259,41988,13285,172,34693,97,35,15391,26024,17963,16697,13141,31006,32799,29181,117,102,61,39
23.4369444444444,21002,14612,33361,13177,15625,64,76,124,20088,23816,52,37,130,32283,35164,32992,24296,142,26779,18001,43914,147,63,39,19502,21051,18293,15882,16084,21759,316,27829,21887,24310,72,36,20979,18711,22392,35487,33456,21565,40871,44679,228,15314,77,43,13719,25250,21640,15196,12487,223,17515,283,17545,15579,82,34,108,108,147,25132,169,16715,17421,31307,202,17496,86,40,32638,134,17498,150,16698,258,42508,13727,181,31587,93,37,15592,25339,17676,16519,12804,31386,34463,29717,107,103,56,35
23.6025,21456,14452,29985,13151,15043,71,65,121,21119,22261,49,32,128,32281,34022,33449,23701,134,27111,17378,42200,144,54,36,19548,22415,18122,15681,16335,21925,321,28294,21935,25005,70,37,22369,19143,22591,31448,33782,21498,40479,44444,242,15590,78,40,13778,26002,21574,14324,13350,232,16528,284,17207,14645,76,37,97,109,152,25498,167,15269,17129,30598,197,17294,86,36,31508,126,16274,144,16616,256,42685,13491,173,32100,96,37,15591,24696,18270,16751,13172,31826,32720,30108,117,94,57,36
23.7677777777778,20546,14832,31722,13960,15571,66,65,119,21288,22647,59,36,133,31776,34868,32710,25968,134,27591,17563,43798,136,57,35,18435,20858,16962,15507,15654,21500,300,28740,23041,24502,73,37,21855,18928,22936,35326,33031,21424,37434,44585,233,15193,74,35,13568,26985,22253,15403,12667,230,16078,279,17487,14815,77,38,97,111,151,25059,174,15422,17080,30694,196,17509,88,40,31738,130,16398,152,16372,242,41280,13335,166,32329,94,37,16228,24935,17297,16376,13653,27837,33305,29417,109,92,56,37
23.9330555555556,20569,15121,32060,13479,15261,67,70,119,21449,22271,51,32,132,32133,39073,32833,24846,137,27348,16910,43865,133,57,32,19036,21420,17166,15428,15505,22305,322,29103,22657,25015,68,35,21094,18778,22752,32301,33438,22991,39711,46228,237,15179,79,39,14313,26958,21653,15617,12371,233,16296,285,16559,15074,76,37,93,105,154,25801,176,15539,17288,29590,194,16830,83,40,30696,131,15750,152,16363,248,41967,13273,161,30226,89,34,15554,24874,17206,16505,13769,28100,34176,28859,112,94,55,33
24.0986111111111,21154,15901,32538,13459,15308,69,67,122,20626,22741,50,33,134,31329,38235,32813,24247,139,27372,17298,43698,147,56,36,19702,21883,17179,15477,15182,23342,314,31034,22823,25772,74,39,21478,19681,23969,30923,33953,21776,39296,44787,243,15457,79,36,14245,26630,21581,15357,12753,235,16615,279,16595,15181,75,37,94,106,146,25899,176,15623,16804,29567,198,16962,85,37,29850,124,16415,146,16126,248,41522,13525,168,32473,99,37,14672,24478,17267,16205,13566,28265,33687,29743,105,94,53,35
24.2638888888889,21450,15866,32802,14088,15409,66,63,118,21140,22772,52,35,133,32999,35987,32569,24574,133,27134,17222,43105,140,54,33,19633,22577,17163,15563,15503,22107,297,30143,22053,24797,67,36,21125,18959,23756,31206,33828,21551,39819,45247,237,15958,75,38,14407,26918,21125,15391,12608,235,16535,266,16771,15350,82,37,101,111,151,27406,174,15317,17031,30310,205,18884,90,40,29214,130,16934,148,15993,247,41401,13220,167,31509,94,36,14718,24549,16585,16119,13524,28027,32936,28903,103,90,57,34
24.4294444444444,21857,15592,32194,13581,16286,62,64,117,21885,22498,51,35,144,34065,37137,32579,24554,138,27589,17636,42923,139,53,33,19449,22308,17591,15685,15797,22429,329,30114,23360,25060,67,35,21787,19453,23978,31719,33696,21049,38890,46268,241,15984,82,35,14662,28715,21278,15357,12616,233,16817,283,16794,14615,79,31,102,107,148,26726,174,15494,16529,31503,193,18677,89,36,29827,134,17061,151,16230,252,41615,13264,177,30248,84,31,14478,25238,16632,15877,13312,28427,32542,28361,105,84,51,31
24.5947222222222,21353,14655,32130,13750,16376,68,62,116,21609,22619,52,32,134,33715,39731,33489,25056,137,27250,17837,43850,151,54,33,19805,21596,17711,16103,16263,22592,316,30158,24364,25840,70,29,22178,22370,23223,29400,33483,22078,39607,46076,246,17786,77,37,14167,29452,20746,15348,12621,235,16024,274,16419,14867,77,36,108,105,148,26889,170,15790,16084,30637,207,17697,85,35,28563,128,16973,150,15899,242,41206,13593,168,31547,93,31,14676,24172,16854,16440,13614,27311,35037,29275,101,88,52,29
24.76,21416,14694,32382,14274,15936,67,66,116,22597,22346,50,32,133,33799,33770,33889,24819,142,27423,17301,42832,135,61,31,20228,22119,17516,16019,16230,22055,300,29960,23378,25156,72,34,21315,21734,21850,30545,33830,22094,37230,46457,241,15727,77,33,14058,29708,20693,15497,12466,229,15765,276,16871,14972,75,32,100,107,143,26416,165,15575,16259,29772,199,16855,86,31,29344,128,15534,144,15858,235,40601,13237,161,30717,86,34,14217,24864,16618,15644,13426,27402,32198,27355,100,88,59,35
24.9252777777778,21518,14647,32037,14155,15643,69,57,116,22588,24052,51,31,132,37587,39160,34438,23777,129,28614,17803,42586,135,54,30,23046,21713,17374,16137,15831,21933,303,29603,24824,25990,68,31,21605,21220,22794,30651,33211,23096,38877,48106,253,18408,82,32,14052,29895,20984,15356,12597,226,15592,275,16501,14814,73,32,96,115,151,25860,160,15767,16366,28795,190,17082,83,34,28835,130,17106,147,15361,238,41343,12845,164,30189,86,32,15322,24631,16540,14676,13987,28102,32774,26610,98,82,50,29
25.0908333333333,21263,13891,31866,13877,17602,69,68,115,22625,23064,48,29,137,32550,33659,32968,25578,135,27854,17376,44122,143,51,32,23033,21955,16871,16157,15848,21796,308,30817,22833,24625,61,31,21119,19508,23147,30900,37714,23843,39086,45328,237,16346,71,33,12679,30244,20356,15994,12322,232,15363,278,16042,14822,72,32,96,102,152,26106,163,16914,16012,29162,181,16971,86,34,29098,127,17023,145,15021,235,40463,12797,162,31489,86,34,14688,25446,15732,15951,14434,29030,34184,26997,98,90,49,29
25.2561111111111,21644,14543,33790,14007,16129,67,64,115,23416,22941,44,31,138,32483,39505,33900,24237,135,28051,18056,41783,135,57,31,23069,22660,16751,15966,16192,21755,308,29953,23415,25719,70,31,21439,24938,22838,32364,37563,22933,40971,48828,257,17922,79,32,14898,30037,20096,16249,12043,229,15101,279,16255,15056,72,31,93,111,145,24195,170,17062,15533,29190,195,16959,83,34,28634,120,15664,132,15790,237,39343,13569,161,31051,86,32,14072,25163,16166,15840,14383,29484,33965,26474,101,84,52,31
25.4216666666667,21148,14636,32604,13749,15953,67,64,119,26309,23057,51,30,140,33333,39178,33841,25169,141,28007,19728,41435,136,57,30,22618,22956,16830,18190,16097,22402,303,29452,25406,27284,69,30,21449,20599,22419,30654,36739,22877,40153,48745,244,15811,70,31,15055,29678,20637,16945,12185,224,14912,268,15661,14915,70,27,93,114,149,25447,166,15646,15932,29175,187,16863,81,34,28454,117,16343,143,15460,233,39796,12944,166,30366,88,34,14148,24397,15680,15229,14597,28322,33476,24956,98,83,52,32
25.5869444444444,21367,14983,34167,13738,16194,69,65,115,22664,23163,50,31,133,33786,39375,34739,25154,137,28485,17906,43207,140,49,31,22341,23367,16973,16906,16261,22935,314,29668,24246,26063,65,36,21947,19856,22735,30917,35498,22346,39492,49236,240,16468,76,32,14875,30552,20693,16779,11962,225,15267,273,15995,14584,69,33,96,107,145,26825,163,15111,16299,28474,191,17089,79,31,28522,124,15600,139,15327,236,40077,12841,159,31137,83,33,13694,24386,14920,15641,14611,27373,33849,25787,94,85,55,34
25.7522222222222,21177,14804,33171,14207,17387,67,65,115,22957,23241,48,28,151,33886,40021,34854,24842,140,27717,18139,43258,144,50,31,22300,22878,16877,16515,16088,22396,308,30139,24098,26950,67,33,22034,19893,22313,30496,34801,22744,38712,48884,247,16439,73,35,14930,31471,20158,16838,12024,224,15493,268,16259,14593,73,33,96,105,151,26948,159,15962,16833,29846,199,16881,84,34,27783,121,16537,145,14976,244,39973,13105,161,31073,85,32,14036,23358,14974,15603,14266,26322,33300,27318,103,84,57,29
25.9177777777778,21061,15762,33491,14240,16451,71,67,120,23842,23278,46,35,133,34974,39345,33782,24512,132,27839,18328,42968,147,49,30,22488,23188,16859,16102,16387,22350,319,31199,25630,27348,73,32,22974,19949,23387,30836,34781,22625,41292,48652,258,16603,77,33,15388,31672,20486,16301,12169,228,15788,277,15874,14789,77,34,100,113,147,25912,171,15661,16804,28925,192,17266,82,33,28914,132,16421,142,15577,232,39356,13051,170,32079,84,31,14400,25124,14831,15508,15004,27513,33194,28065,100,88,54,31
26.0830555555556,21063,15985,32789,14415,15666,67,61,126,24612,23569,49,31,140,34904,38113,35043,24894,131,27515,18203,42951,145,52,30,22275,23449,16992,16075,16370,22561,318,29639,27023,26501,70,33,22804,21516,23036,30896,36201,21498,42358,49792,252,16822,79,34,15216,29839,20092,16251,11828,234,15357,277,15814,14701,76,34,94,105,156,26754,170,16777,15962,29368,190,17805,77,34,28607,120,18205,146,15570,240,41506,13249,165,33847,86,29,14118,23774,16216,16036,14607,27567,34636,27248,104,86,52,30
26.2486111111111,21969,15644,34111,14159,17060,69,64,116,24205,24225,48,29,144,34826,35839,34569,24654,135,26732,17884,44095,145,55,32,22985,20896,17007,16657,15935,22580,308,29757,26401,26954,66,36,22266,22530,22635,31309,35445,22938,40299,48920,249,18073,79,31,15576,30234,20376,16146,12452,230,15880,267,15607,15251,73,33,99,107,147,26421,166,16567,16257,28655,194,17621,86,33,28479,124,16551,134,15776,234,37305,13151,168,30343,84,28,14384,25217,16379,15936,14964,26047,32990,28337,98,90,53,32
26.4138888888889,22704,15345,34226,14312,17052,68,56,119,24170,23911,52,30,138,34079,37142,33427,23661,131,28597,21023,44309,146,52,28,22717,20344,17148,16297,16347,22030,333,29400,27775,27164,74,33,21907,20887,22618,31516,36875,22320,44771,50406,252,17301,80,31,15232,30706,20482,16027,12376,228,15476,280,15332,15329,73,32,103,111,153,27842,165,15552,16340,29039,186,17443,78,33,29698,125,16631,147,15774,241,41382,13136,165,31129,86,30,14221,24319,16240,15977,14626,26560,33283,27800,101,87,52,30
26.5791666666667,23387,15219,33402,14731,16002,64,57,119,24305,24398,44,27,142,33024,37001,34562,24079,140,29050,18105,44643,143,55,27,22659,22493,16976,16267,16774,21574,315,29118,27827,30440,69,31,22026,21925,22924,30932,35758,22585,38599,50541,257,18873,80,39,15507,30300,20280,15945,12410,224,15949,275,15242,15807,74,31,95,103,145,26714,165,15445,15651,29243,190,17389,82,31,29151,119,16215,144,15920,239,40379,13106,166,30250,90,28,14328,25142,14944,15995,15206,27117,33612,27750,101,86,51,31
26.7447222222222,24713,14256,36616,14291,15992,62,61,124,26112,24877,48,29,148,35175,37070,34865,25012,134,28847,17149,44806,144,55,30,23360,22365,16628,16238,16707,22304,326,31016,25835,28026,70,32,22918,19924,22717,31697,36104,22791,40922,50550,246,18521,76,33,15570,30036,20264,16134,13066,241,15825,274,15529,16235,71,31,95,107,154,27481,170,15895,16184,29426,191,17737,82,32,28971,124,16734,142,15970,239,39656,13134,169,29252,76,36,14955,24528,14692,15391,15099,26841,32819,28455,99,81,53,28
26.91,25886,14380,35841,14493,16101,63,62,118,24466,24026,51,30,140,34614,38468,34276,25455,143,29137,19950,43906,149,53,29,22939,21937,16980,16457,16448,22178,331,33124,27236,27477,68,34,21450,20708,23050,32205,36267,22476,41389,51227,260,17769,74,33,14668,30063,20393,15861,12929,234,16074,292,15403,15838,75,33,94,107,150,28655,176,16030,15656,29657,197,17929,81,31,28726,114,16319,144,16691,228,38177,13181,157,30942,86,31,14705,25566,14649,16208,14854,27137,33934,28558,100,82,48,32
27.0752777777778,28196,17194,35857,14259,16203,71,61,125,24915,24269,49,29,145,34111,37145,33842,25481,136,29927,17877,44165,146,55,31,22622,21724,17391,16380,16937,21753,326,31795,27645,29547,69,29,22344,22788,24327,31065,35041,23399,41832,51490,245,16822,79,35,15667,30789,20678,17313,13019,251,16432,288,15146,15085,74,31,97,112,155,28148,174,16103,15962,31680,192,18162,82,32,30124,124,18077,147,16027,245,38821,13195,165,32345,93,29,15642,25662,14557,16118,16021,27169,34429,27812,110,87,53,31
27.2405555555556,24698,14879,34837,16579,16046,65,61,118,24741,24598,51,31,138,34402,34958,35067,23927,137,28425,17966,46391,145,58,32,23717,21443,17902,16177,16746,21922,346,31693,26770,26782,69,33,23157,22855,23575,31864,35742,23358,46227,54826,259,16964,73,33,16078,30035,20463,17497,12802,246,16552,297,15298,14450,75,34,100,110,144,26987,175,16233,16794,29430,191,18027,82,31,29365,124,16793,151,16046,245,40430,13445,172,32443,83,32,15109,25212,14865,15762,15642,28078,34199,29476,108,86,51,32
27.4061111111111,24807,14849,34770,14466,15963,72,66,117,24684,23975,52,31,142,36712,37806,35787,26294,138,27925,18002,44334,143,55,34,23961,22119,18040,15863,17078,22344,318,31795,26559,26430,72,33,22976,23012,24118,32060,35933,23117,41738,53281,262,17228,75,37,17298,31935,21102,16487,12686,238,16082,288,15539,14655,75,36,98,111,153,27972,167,16107,16557,29974,196,18268,82,32,29716,126,17027,151,16035,247,40853,13332,172,31340,88,32,15644,26231,14641,16521,16309,28420,37928,29270,110,90,56,36
27.5713888888889,23583,17395,39440,14642,16452,69,65,117,26453,24704,52,31,151,35394,38130,36255,28053,145,28964,17776,46830,149,55,32,24249,22487,17057,16019,17461,22535,331,32323,27113,25869,69,32,22630,22211,23193,31682,35849,22563,41856,55975,265,17022,76,33,16969,30437,20597,17095,13750,241,15975,297,15853,14787,71,32,98,114,154,28527,177,15943,16942,31211,197,18433,83,31,29549,128,16615,150,16140,257,40980,13441,169,32099,87,33,15428,25181,14699,17034,15464,29479,36779,29069,104,93,52,27
27.7366666666667,22747,15700,37025,14729,20213,75,72,122,27341,25556,55,29,145,35956,39844,35520,27068,143,29203,19248,46238,148,56,31,24424,22683,18177,16274,16594,22580,331,30887,31656,30701,72,32,22897,25075,23257,31985,36544,22237,40890,53713,262,18955,79,34,15817,29925,20493,17035,12708,225,16724,291,16047,14666,77,32,95,106,150,28652,177,16262,17441,30805,191,18570,84,33,29889,126,16682,151,16521,243,40687,13614,161,32392,86,36,15631,26457,16546,16579,15700,29019,35543,28885,107,88,52,31
27.9022222222222,23571,15279,36890,15042,19598,67,64,121,26078,24632,48,29,145,35103,39779,37076,25014,136,28998,18489,47739,140,56,32,24280,22062,17993,15931,17022,24571,319,30953,26708,29531,75,32,22802,22729,23834,32910,35306,22539,40900,55090,266,17197,84,31,16873,28936,20846,17420,12811,235,16595,303,16046,15533,81,34,95,101,159,28563,177,16643,17099,31021,195,18836,81,34,29945,117,18434,148,17061,248,41490,13280,165,33048,92,36,15836,24747,15082,16572,15797,28566,36162,29386,109,85,51,30
28.0675,23592,15752,35901,14860,18952,67,62,120,25803,25419,51,29,142,34086,44162,36225,25344,138,29799,18404,46172,149,59,36,24397,22913,18197,15445,17449,21868,324,31620,28391,27101,74,34,23490,23407,27601,32041,35910,23959,41421,54419,270,19095,81,31,17265,29445,20822,16739,12821,232,16276,302,16523,16166,81,35,96,107,150,29673,177,16504,17020,31505,200,18919,87,36,29795,128,17041,152,16475,244,36701,13069,161,32349,91,31,15957,25828,14716,16766,15641,29209,33148,29370,108,83,57,30
28.2327777777778,23487,15515,36586,15022,19550,70,66,128,27463,24918,54,34,137,33788,42241,35805,23826,141,28897,17872,47164,149,61,36,21628,22252,17268,15643,16874,22181,329,33648,27738,28497,82,33,22751,22951,26171,31773,35833,23522,40509,55250,267,19387,85,36,18128,32611,20462,17244,12727,244,16342,302,16643,15444,86,35,99,110,157,29154,178,17204,16515,33683,205,18675,81,35,29626,121,16797,151,17204,240,39257,13778,167,33168,94,34,17038,25224,14907,16262,15592,29249,35491,30159,111,90,54,29
28.3983333333333,24275,15789,36632,15415,19182,70,63,128,27952,25219,57,31,143,34502,38684,40364,27149,147,29006,17875,46113,149,57,35,24620,23266,17870,15698,17114,21642,319,31571,28607,26661,76,35,23512,24437,23567,32110,36011,23282,41264,55109,273,19772,84,37,17680,31909,21899,16681,13426,241,17280,295,16247,16005,77,34,104,107,165,31464,178,18958,16803,32946,211,18337,86,34,30191,133,17210,155,17443,256,40332,14182,186,35082,88,36,15841,24972,15389,17392,15232,30099,37256,30064,110,99,54,29
28.5636111111111,24853,15640,37380,15320,19907,69,73,130,26770,24870,58,33,151,35431,39803,37546,26858,144,27890,17851,46902,157,61,34,24419,21858,18508,16272,16993,22492,330,33156,27936,27625,73,37,23945,24335,24848,31782,36067,23592,45902,55423,270,20761,86,36,17262,31950,21720,16804,13069,244,17010,295,16693,16813,82,37,101,113,151,28076,181,18080,16494,33120,212,18476,90,38,30688,136,19016,143,17649,256,37815,14468,178,34234,98,37,16132,26116,15693,16656,16644,30649,39257,28948,111,97,62,32
28.7291666666667,24279,15783,37447,15505,20417,76,71,129,26450,24571,57,36,154,35364,39316,36962,28302,150,27408,18248,49390,155,62,35,25732,19969,17957,15913,17180,24175,351,33847,29063,27580,81,37,23582,25826,23229,32842,36270,22401,43358,55184,274,19319,92,38,17236,31604,21883,17830,13114,245,17000,315,16592,16239,87,39,101,118,163,30380,189,18224,17417,37576,220,18972,91,36,30820,136,18459,158,17901,268,41760,15051,187,34865,98,36,16301,26732,16165,17689,16127,32360,38373,31293,113,96,61,36
28.8944444444444,22891,15373,37514,15464,20056,73,75,134,27197,24671,57,36,149,36334,41802,37388,26758,144,27939,17897,49974,157,62,37,25191,22517,18170,15735,16830,21892,333,33071,29274,27403,78,37,22602,25580,23858,33042,36178,22217,42503,55455,288,21842,86,42,18297,33024,21853,18217,13121,247,17041,302,16858,16563,87,39,105,117,170,31667,193,18135,17754,34327,213,18815,91,42,32397,137,20034,167,17928,266,41055,15090,191,33730,101,40,16413,26980,15844,18304,16462,29630,39186,31151,112,101,62,37
29.0597222222222,22407,15644,37903,15445,19949,73,73,127,27846,24864,61,36,147,36525,40921,36745,27419,147,27934,17993,49054,151,65,38,24203,22082,18687,16568,17698,22091,329,33586,27691,28567,85,41,24551,26165,24293,33082,35713,25158,42011,63230,287,19083,89,44,19704,32655,22183,18185,14952,244,17297,323,16924,16766,89,40,113,115,163,30216,187,20275,17853,35249,217,19342,94,40,33553,145,18594,161,17730,268,39280,15015,194,33605,101,40,16851,26568,18018,18123,16590,29989,41909,31958,124,98,64,40
29.2252777777778,21898,16074,38852,15178,20023,75,71,132,26452,24785,61,37,151,36480,50437,36810,26663,156,28435,17696,51767,165,63,37,24070,22905,18580,16366,17418,22565,346,31557,28910,28592,80,42,22903,25617,24176,32317,36798,22015,40589,59586,293,24122,93,43,19142,32845,21619,17941,14073,251,18063,321,17204,16895,90,43,105,119,156,30355,186,18190,17378,35260,216,20895,104,45,33053,136,18085,159,17967,257,41808,15821,188,35065,108,37,16588,27351,16365,18672,16746,29254,40904,31651,122,102,60,40
