TIME(SECONDS)		FISH1	FISH2	FISH3	FISH4	FISH5	FISH6	FISH7	FISH8	FISH9	FISH10	FISH11	FISH12	FISH13	FISH14	FISH15	FISH16	FISH17	FISH18	FISH19	FISH20	FISH21	FISH22	FISH23	FISH24	FISH25	FISH26	FISH27	FISH28	FISH29	FISH30	FISH31	FISH32	FISH33	FISH34	FISH35	FISH36	FISH37	FISH38	FISH39	FISH40	FISH41	FISH42	FISH43	FISH44	FISH45	FISH46	FISH47	FISH48	FISH49	FISH50	FISH51	FISH52	FISH53	FISH54	FISH55	FISH56	FISH57	FISH58	FISH59	FISH60	FISH61	FISH62	FISH63	FISH64	FISH65	FISH66	FISH67	FISH68	FISH69	FISH70	FISH71	FISH72	FISH73	FISH74	FISH75	FISH76	FISH77	FISH78	FISH79	FISH80	FISH81	FISH82	FISH83	FISH84	FISH85	FISH86	FISH87	FISH88	FISH89	FISH90	FISH91	FISH92	FISH93	FISH94	FISH95	FISH96			CLOCK
21000	21060	0.1	1.8	0.2	0.7	5.7	0	0.5	2.2	0.1	0.2	3.4	0	0.5	0.4	1.3	0	0.7	0.3	0.9	0.7	0.8	0.6	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.3	0.3	0	0.3	0	0	0	0.3	0	0.1	0.5	0	0.3	0.1	0	0	0.3	0	0	0	0	0.3	0	0	0.2	0	1.3	5.4	0.2	0.2	0	0	0	0	0.3	0	0	0	0			17.479
21060	21120	1.1	0.2	1	0.4	5.9	0.3	0.6	0.6	0.7	0.4	0.1	0	1.5	0.8	0.1	0.1	0.1	0.1	0.7	0.1	1.8	0	1.7	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0.1	0	0	7.5	0.2	0	0	1	0	0	0.3	0	0	0.3	0	0.3	0	0	0	0.8	0	0.1	0	0	0	0	0	0	0	3.5	3.5	0.8	0	0	0	0	0	0.1	0	0	0	0			17.496
21120	21180	1.2	0.7	0.1	0.2	3.8	0.2	0.4	0.3	0.6	0.3	0	0.9	2.2	0.5	2.4	0.5	0.3	1.2	0.7	0.9	0.3	0.4	1.8	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0	0	4.7	0	0	4.9	0.2	0	0.1	0	0	0	0.5	0	0.5	0.1	0	0.2	0	0	0	2	0	0.2	0.1	0	0.8	0	0	1.6	0	2	3	1.1	0	0	0	0	0	0.2	0	0	0.1	0			17.512
21180	21240	0.2	1.4	0.6	1.1	3.2	0	0	0.4	0	0.3	0.2	0.5	0.8	0.1	0.8	0.5	0	0.7	1.4	0	0.1	1.8	1.8	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0.1	5.6	0	0.5	5.2	0	0	0.3	0	0	0	0.5	0	3.4	0.2	0	0.1	0	0	0	0.9	0	0.6	0	0	0.4	0	0	2.9	0	1.8	2	3	0	0	0	0	0	0	0	0	0	0			17.529
21240	21300	1.5	0.8	0	0.3	2.9	0.9	0	0.8	1	0.2	0.1	0.8	0	0.1	1.9	2	0	0.1	0.5	2.8	2.8	0.8	0.6	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2.1	0	0.3	0.8	1.3	0	0	0	0	0	1	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	3.4	5.4	2.5	0	0	0	0	0.1	2.5	0	0	0	0			17.546
21300	21360	0.3	0.8	0	0.8	5.7	0	0	0.6	0.5	0.4	0	0.8	1.2	0	2.1	0.8	0	1.2	0.3	0.2	0.7	0.9	0.4	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	7.6	0	0	0	0.5	0	1.5	0	0	0	0.5	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3.2	0	0	0	0	0	0.3	2.6	0	0	0	0			17.562
21360	21420	0.4	1	0	0.3	5.8	0	0	0.9	0.8	0	2.5	0	1	0.6	0.4	0.7	0	1.1	0.8	0.5	0.1	1.8	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4	0	0	0	0.5	0	0.3	0	0	0	1.2	0	0	0	0	0	0	0	0	0.3	0	0	0.1	0	0.5	0	0	0	0	3.8	4	0	0	0	0	0.2	4.2	0.6	0	0	0	0			17.579
21420	21480	0.9	1	0	0.7	3.4	0	0.6	0.6	1.1	0.3	0.6	0.6	0.6	0.3	0.7	1.1	0	1.3	1.6	0.3	0.4	0.7	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5	0.1	0	0	0	0	2	0	0	0	2.9	0	0	0.3	0	0	0	0	0.1	0	0	0	0	0	0.4	0	0	0	0	3.4	2.6	0.7	0	0	0	0	0	0.3	0.1	0	0	0			17.596
21480	21540	1.1	0	1.3	1	5.1	0	0.3	1	0.2	0	0.2	0	1	1.5	2.3	0.3	0.1	0.5	1.1	0.7	0	1.2	1.5	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	11.2	0	0	0	0	0	0.3	0	0	0	5.2	0	0	0.8	0	0	0.1	0	0.8	0.6	0	0	0	0	1.1	0	0	0	0	4.7	2	0.3	0	0	0	0	0	0.7	0	0	0	0			17.612
21540	21600	0.6	1	0.3	0.9	1.4	0.3	0.6	0.5	0	0.5	0.5	0	0.6	0.8	1.9	0.8	0	0.8	0.8	1.4	0.6	2.5	0.2	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.3	12.5	0	0	0	0	0	1.5	0	0	0	1.3	0	0	0	0	0	0.5	0	0.3	0.7	0	0	0	0	0.1	0	0.2	0	0	1.9	2	0	0	0.3	0	0	0.2	0	0	0	0.1	0			17.629
21600	21660	0.6	1.4	0.9	0.5	6.3	0	0.3	0.5	0	0.6	1.1	0.4	0.7	0.1	0.9	0.4	0.5	0.4	1	2	0	0.7	0.2	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0.1	0	0	0	2	0	0	0.2	0	0	0	0	0.8	0	0	0	0	0	0.2	0	0	0	0	0.6	0.1	0.9	0	2	0	0	0	0	0	0	0	0			17.646
21660	21720	0.6	0.1	1.6	0	7.2	0.2	0.7	1.2	0	1.1	0.1	0.3	0	0.3	2.3	0.8	0.3	0	0.9	1.3	1.7	1.5	0.1	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	13	0	0	0	0	0	0.5	0	0	1.2	0.4	0	0	1.1	0	0	0.7	0	0.6	0.1	0.5	0	0	0.1	0.1	0	0	0	0	0.1	0	0	0	0.4	0	0	0	0.9	0	0	0	0			17.662
21720	21780	0.2	0.7	1.2	1	3.3	0.5	0	0	1.2	0.3	0.8	0.2	0.1	0.6	0.9	0	0.6	0.8	0.7	2.2	0.4	1.4	0.2	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6	0.1	0	0	0	0	1.8	0.5	0	0.1	1.9	0.1	0	2.4	0.1	0	0.3	0	0.2	0.3	0.1	0.1	0	0	1.1	0	0	0	0	0.1	0	0.7	0	0	0	0	0	1.1	0	0	0	0			17.679
21780	21840	0	0	0.3	0.5	3.1	0.3	0	0.2	1.8	0	1.1	0	1.5	0.1	1.4	0.3	0.5	0.3	0.7	0.8	0.7	1.6	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7	0	0	0	0	0	0.8	0	0	0	0.3	0	0	0.3	0	0	0	0	0	0.7	0	0	0	0	0.6	0.1	0	0	0	0.1	0.1	2.8	0	0	0	0	0	2.3	0	0	0	0			17.696
21840	21900	0.3	0	0.4	1.6	1	0.3	0.7	0.4	0.3	0.3	0.8	0	1	0	1.6	0	1.3	0.4	0.7	3	0.1	0.9	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	11.7	0.5	0	0	0.2	0	0.1	0	0	0.5	0.3	0	0	2.3	0	0	0	0	0	0.5	0	0	0	0	0.2	0.1	0	0	0	0	0.7	0.4	0	0	0	0	0	0.1	0	0.1	0	0			17.712
21900	21960	0.3	0	4.3	0.5	0.7	0.2	0	0.9	0.5	0.3	1.5	0	0.7	0.3	0.8	0.1	1.8	0.6	0.9	0.8	1	0.9	0.1	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	11.6	0.1	0	0	0.4	0.1	0	0	0	3.5	1.2	0	0	2.4	0	0	0	0	0	0.4	0	0	0.1	0	0.1	0	0	0.1	0	0	0.1	0	0	0	0	0	0	2	0	0.3	0.1	0			17.729
21960	22020	0.1	0.2	2.7	0.1	3	0.1	0	0	0.9	0.6	0.2	0.3	0.4	0.7	0.5	0.2	0.3	1.1	1	0.6	0	0.8	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8	0	0	0	0.5	0	0.8	2.4	0	0	0.9	0	0	3.9	0.1	0	0.2	0	1.5	0.1	0	0	0	0	1.1	0.1	0	0.2	0	0	0.1	0	0	0	0.1	0	0	2.5	0	0	0	0			17.746
22020	22080	0	1.4	0.3	0.1	3.4	0.1	0	0.2	0.1	0.4	0.8	0.4	0	0.2	1.3	0.1	0.7	1.7	0.7	1.9	0.1	0.5	1.6	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	11.7	0	0	0	0.3	0	0	0.1	0	0	0.6	0	0	3.1	0	0	0.1	0	0.4	0.5	0	0.2	0	0	0.4	0	0	0	0	0	0.1	0	0	0	0	0	0	4.5	0	0	0	0			17.762
22080	22140	0.6	1	0.3	0	2.1	0.1	0.6	0.1	1	0	0	0	0	1.3	0.2	0	2.3	0.7	0.3	1.6	0.5	0.5	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.4	0	0	0	0.3	0.1	0	0	0	0	1.6	0	0	2.1	0	0	0	0	1.8	0	0	0.6	0	0	0.2	0	0	0	0	0.1	0	0	0	0	0	0	0	4.7	0	0	0.1	0			17.779
22140	22200	1.1	0.1	0.4	0	4	0.1	0.3	1	0.1	0.3	1.1	0.1	0	1	2.1	0.3	0.3	0.5	1.2	9.6	0.1	0.9	0.3	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0.1	0	0	0	0	3.6	0	0	0	1.6	0	0	4.1	0	0	0	0	0.1	0	0	0.7	0	0	1	0	0	0	0	0	0.2	0	0	0	0	0	0	0.1	0	0	1.2	0			17.796
22200	22260	0.3	0	3.2	0.1	5.5	0.4	0.2	0	0.5	0.2	0.7	0	1.6	0.2	0.9	0	3.3	0	1.8	0	0	0.8	0.4	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2	0.1	0	0	0	0	3.4	0	0.7	0	1.7	0	0	2.9	0	0	0	0	1.2	0	0	0.8	0	0	0.8	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0.1	0			17.812
22260	22320	1.1	0	0.4	0	5	0.1	0	0.2	0.6	0.7	0.2	0.5	0.2	1	2.1	0.5	0.7	0.4	1.2	5.2	0.8	0.9	0.7	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4	0.1	0	0	0	0	1	0.3	0	0	0.8	0	0.3	0.4	0	0	0.1	0.1	0.9	0	0	0	0	0	0.5	0.2	0	0	0	0	1.6	0	0	0	0	0	0	0.1	0	0	0.3	0			17.829
22320	22380	0.6	0	0.2	1.1	2.8	0.8	0.3	0.1	0.1	0.8	1.4	0	1.5	0.6	1.3	0.3	0	0.5	0.5	3	0	1	1.6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1	0	0	0	0.2	0	0.4	0.4	0	0	1.4	0	0	0.1	0	0	0.1	0	0.6	0	0	0.8	0	0	0.4	0	0	0	0	0	0.8	0	0	0	0	0.3	0	0	0	0	0.3	0			17.846
22380	22440	0.7	0.2	2.5	0.1	4.2	0.1	0.1	0.3	0.7	0.8	2.2	0	1.9	0.2	0.7	0.7	0	0.4	0.9	1	0.7	0.3	2.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0.2	0.3	0	0.4	0	1.5	1	0	0	1.8	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0.1	1	0	0.2	0	0	0.1	0	0	0	0	0.2	0			17.862
22440	22500	0.5	1.9	0.7	0	3.6	0.1	0.2	1.1	0	0.2	2.6	0	1.3	0	0.8	0.3	0.1	1.8	0	2.8	0.6	1.6	0.7	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	10.4	0	0	0	0.5	0	0	5	0	0	1.2	0	0	3.9	0	0	0	0	0.1	0	0	0	0	0	0.4	0	0	0	0	0.1	1.1	0	3.3	0	0	0	0	0	0	0	0	0			17.879
22500	22560	0.7	1.6	0	0.5	1	0.4	0	1.5	0.8	0.4	0.1	1.2	0.9	0	0.6	0.2	0.9	0.5	0.4	0.9	1.5	1.9	0.9	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1	0.3	0	0	0.1	0.2	0.6	5	0	0	0.6	0	0	3.5	0	0.4	0	0.1	1.3	0	0	0	0	0	0.1	0	0	0	0	0	0.5	0.2	0.4	0	0	0.2	0	0	0	0	0	0			17.896
22560	22620	1.2	1.7	0	1.9	1.8	0.6	0.4	1.4	0.2	1.3	0.5	0	0.7	0.2	1.1	0.4	1.2	0	0.3	0.8	1.1	0.7	0.2	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1	0.7	0	0	0	0	0.8	4.9	0	0	0.6	0	0	3.6	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0.3	0.7	0.9	0	0	0	0	0	0.1	0	0	0.1	0			17.912
22620	22680	0.6	2.1	0	0.8	1.8	0.4	0	0.4	0.4	0.3	0.3	0	1.8	0.5	1.2	1	1	0.2	0.3	0.6	0.7	0.8	2.2	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	4.9	2.9	0	0	0	0.4	0.1	0.1	0	0	1.8	0	0.4	4.2	0	0	0	1.5	0.9	0	0	0	0	0	0.3	0	0	0	0	0	0.7	0	0	0	0	0.2	0	0	0	0	0.5	0			17.929
22680	22740	1.3	0.7	1.7	0.5	1.2	0.4	0.3	1.3	0	0.4	0.1	0.1	1.7	0.1	0.3	1.2	0.8	0.7	0.2	2.5	0.9	0.6	3.5	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.8	0.9	0	0	0.1	0.5	0.7	0	0	0	2.3	0	0.3	5.1	0.1	0	0	0	1.9	0	0	0	0	0	0.3	0	0	0	0	0	0.3	0	0	0	0	0.2	0	0	0	0	0	0			17.946
22740	22800	1.7	0	0	0.3	2.9	0.1	0.5	1.1	0.5	0.3	0	0.7	0.5	1.3	0.5	0	2.6	0.7	0.5	0.4	1.5	0.2	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7	0	0	0	0.2	0	0.3	0	0	0	4.3	0	0	3.1	0	0	0	0	1.3	0.1	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0			17.962
22800	22860	0.5	0.9	1.4	0.3	2	0.3	0.1	0.8	1.3	0.1	0	0	0.5	0.7	0.4	0.2	3.4	0.9	0.8	0.3	0.1	1.9	0.7	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	9	1	0	0	0.1	0.4	2.5	0.3	0.1	0	1.9	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0.9	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0.7	0			17.979
22860	22920	0.2	0.8	0	0.7	1.1	0	0	0.4	0.6	0.7	0	0	1.4	0.5	0.5	1	2.9	0.9	0.6	0.8	0	1	1.1	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4	1.9	0	0	0.4	0	0.5	1.8	0	0	2.2	0	0	0.3	0	0	0	0	4.6	0	0.1	0	0	0	0.3	0	0	0	0.3	0	0	0	0	0	0	0.5	0	0	0	0	1.4	0			17.996
22920	22980	0.2	1	0.1	0.6	4.2	0	0	0	1.2	0	0.9	0.3	0.1	0.5	0.3	0.2	1.6	1	0.2	2	0.4	0.5	0.7	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0.3	0	0	0	0	0	4.4	0	0	1.2	0	0	0	0	3.2	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0.1	0			18.012
22980	23040	0.7	1.6	0.1	1.8	3.3	0.1	0	1.1	0.9	0.1	0.8	0.1	0.1	0.5	0.2	0.1	0.6	1.4	0.1	1.1	0.3	1.5	0.1	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.3	1.5	1.6	0	0	0	6.1	0	0	0.7	0.2	0	0	0	1.3	0	0	0	0	0	0.2	0	0	0	1.7	0	0	0.2	0	0	0	0	0	0.5	0	0	0	0			18.029
23040	23100	0.4	2.4	0.7	0.5	3	0.7	0.3	0.1	0.5	0.9	0.6	0	1.5	0	0.4	0.7	0.3	0.2	0.9	1.2	1.1	1.4	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.1	0.2	0	0.1	0	0.1	0	6.5	0	0	0.8	2.8	0	0	0	2.5	0.1	0	0	0	0	0	0.1	0	0	0	0	0.8	0	0	0	0	0	0	1.8	0	0	1	0			18.046
23100	23160	0.2	1.1	0.6	0	1.4	1.5	0.1	1.4	0.6	0.5	1.1	0	0	0.3	0	0.3	0.7	0	0.9	0.7	0.6	0.1	0.1	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0.4	0	0	0	2.9	0	0	1.3	0	0	0	0	2.9	0	0	0	0	0	0.4	0	0	0	0	0	1.3	0.7	0	0	0	0	0	1	0	0	1.3	0			18.062
23160	23220	0.9	0.6	1	0.3	1.8	0	0.7	0.2	0.1	0	2.5	0.1	0.2	0	0.8	1.3	1.2	0.3	0.3	1.4	0	0.7	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.1	0	1.6	0	0	0	2.4	0	0	0.9	0	0	0	0	3	0	0	0	0	0	0.7	0	0	0	0	0	0	1.2	0	0	0	0	0	0.7	0	0	0	0			18.079
23220	23280	0	1.5	0	0.5	0.9	0.6	1	0.9	0.1	0	1.2	0	1.8	0.1	0.8	0.2	0.1	0.5	1.1	1	0.3	1.4	1.7	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0.1	0	0	0	0.7	0	2.1	0.1	0	0	2.7	0	0	0.3	0.1	0	0	0	4.7	0	0	0	0.5	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0			18.096
23280	23340	1.5	0	1.1	1	1.1	0	0.5	0.9	0.9	0	1.6	0.3	0.4	1.3	0.8	0.3	0	0.1	0.3	0.4	0.5	0.8	1.2	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.1	0	0	0	2.9	0	0	0.3	0.1	0.4	0	0	4	0	0	0	0	0	0.1	0.1	0	0	0	0	0.2	0	0	0	0	0	0	2.1	0	0	0	0			18.112
23340	23400	0.5	0	0	2	3.5	0	1	0.9	0.5	0.2	0.7	0	0.3	0.7	0.9	0.4	0.1	1.1	0.3	1.5	1.1	0.3	1	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.3	0	0	0	0	0	0	0.9	0	0	0	3.3	0	0	0.1	0.3	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	1.7	0	0	0	0			18.129
23400	23460	0.3	1.2	1.3	0.8	2.9	0.7	0.3	0.3	1.3	0.2	0	0	0.3	0.2	1.2	0.7	0.2	0	0.9	2.8	0.3	0.8	1.1	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0	0	0.1	0	0.1	0	0.1	0	0	0.5	0	0	0	2.2	0	0	0	0.5	0	0	0	0.7	0.6	0	0	0.1	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0.3	0	0.1	0	0			18.146
23460	23520	0	0	0.1	0.6	2.3	0.4	0.4	0.1	0.6	0.3	0	0.5	0.8	0.4	0.9	0.9	0	0.2	0.2	2.9	0	0.6	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	1.5	0	2.7	0	0	0	5.9	0	0	0	2.7	0	0.3	0	0	0.8	0	0.1	0	0	0.3	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.5	0			18.162
23520	23580	0.3	1.7	0.2	0	2.4	0.1	0.4	0	0.6	0.2	0.8	0	0	1.1	0.5	0.2	0.6	1	0.1	2.3	0.3	0.8	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.4	0.1	0	1.8	3	0	0	0	1.6	0	0	0	0.2	2.5	0	0	0	0	0.4	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0			18.179
23580	23640	0.2	1.6	1.2	0	6	0.3	0	0.2	0.6	0	0.4	0	0.5	2.1	0.7	0	1.1	1.4	0.5	1.9	1.7	1.8	1.2	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	1.1	0	0	0	0	2.9	0.6	0	0	0.1	0.4	0	0	0	1	1.2	0	0	0	0	0.1	0	0	0	0	0	0.6	0	0	0	0	0	0	0.1	0	0	0	0.1			18.196
23640	23700	0.8	0.1	0.9	0.2	1.4	0.4	0.2	0.1	0	0.6	0	0	1.2	2.2	0.7	0	1.1	0.4	0	7.6	0.3	1	0.1	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.1	0	0.8	0	0.1	1.4	0.8	0	0	0	0.1	0	0	0	3.8	2.3	0	0	0	0	0.6	0	0	0	0	0	0.5	0	0	0	0	0	0	0.1	0	0	0	0			18.212
23700	23760	1	0	0	0.9	2.5	0.1	0.9	0.1	0.4	0	1.3	0	0.2	0.3	0.6	1.1	1.5	0	0.1	0.2	0.2	2.1	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	1.5	0.1	0	1.3	1.3	0	0	0	0.7	0	0.1	0	0.1	1.3	0	0	0	0	0.3	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0			18.229
23760	23820	1.1	0.7	0.2	0.1	4.3	0	0.7	0.5	0.3	0.1	0.8	0.1	0	0.1	0.1	0.6	0.2	0.4	0.4	2.9	0.2	0.8	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	1.5	0	0	0	2	0	0	0.1	0.1	0	0.1	0	0.1	0.7	0.3	0	0	0	0.7	0	0.1	0	0	0.2	0.8	0	0	0	0	0	0	0	0	0	0	0			18.246
23820	23880	0.7	0.8	0.3	0.1	3.4	0.1	1.1	1.5	0.3	0.4	0	0.2	0.6	0.9	0.6	0.2	0	1.4	0.5	0.6	0.8	1.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.1	0	0	0	0	0	0.3	0	0	0	0	0.1	0	0	0	1.9	0	0	0	0	0.1	0	0	0	0	0.3	0.3	0.1	0	0	0	0	0	0.2	0	0	0.6	0			18.262
23880	23940	1.8	0	0.3	0.7	4.8	0.1	0.1	1.2	0.1	0.2	0.2	0	0.2	0.8	1.6	0.3	0	1.9	0.1	0.6	0.5	0.4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.1	0	0	0.1	0.1	0	0	0.3	0	0	0	0	0	0	0	0	1.7	0.1	0.1	0	0	0.5	0	0	0	0	0.3	0.9	0	0	0	0	0	0	0	0	0	0.3	0			18.279
23940	24000	0.6	1	0.2	0.5	4	0	0	0.8	0.1	0.3	0	0	1.5	1	0.4	0.3	0	1.5	0.9	0.5	0.1	0.8	0.2	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.2	0.4	0	0	0	0	0	0.3	0	0	0.4	0	0	0	0	0	0.7	0	0	0	0	0.1	0	0	0	0	0.3	0.4	0	0	0	0	0	0	0	0	0	0	0			18.296
24000	24060	0.6	0.5	0	2	2.6	0.6	0	0.4	0.1	0.1	0	0	1.5	0.8	0.1	0.9	1.5	0.7	0.9	0.1	1.6	0.3	0.4	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.3	0.4	0	0.4	0	0	0	0.1	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.1	1.2	0	0	0	0	0	0	0.3	0	0.1	0	0			18.312
